observed_at_utc,observed_at_kyiv,site_updated_at,train_number,on_delay_page,delay_minutes,scheduled_departure_bila_tserkva,scheduled_arrival_lviv,departure_date,origin_station,destination_station,forecast_arrival,scheduled_arrival,status,forecast_reliability,reason,bila_tserkva_delay_minutes,bila_tserkva_forecast,bila_tserkva_scheduled,bila_tserkva_passed,lviv_delay_minutes,lviv_forecast,lviv_scheduled,lviv_passed
2026-09-21T09:17:23+00:00,2026-09-21 12:17,21 вересня 12:13,39/40,yes,168,01:56,08:48,,Запоріжжя-1,Солотвино-1,20:18,17:30,В дорозі,Висока,—,77,03:11,01:54,yes,168,11:36,08:48,yes
2026-09-21T09:17:23+00:00,2026-09-21 12:17,21 вересня 12:13,61/62,no,0,22:28,04:50,,,,,,,,,,,,,,,,
2026-09-21T09:17:23+00:00,2026-09-21 12:17,21 вересня 12:13,293/294,yes,748,22:28,04:50,,Кривий Ріг-Головний,Рахів,23:54,11:26,В дорозі,Висока,—,719,10:25,22:26,yes,748,17:18,04:50,no
2026-09-21T09:17:23+00:00,2026-09-21 12:17,21 вересня 12:13,261/262,no,0,22:28,04:50,,,,,,,,,,,,,,,,
2026-09-21T09:17:23+00:00,2026-09-21 12:17,21 вересня 12:13,233/234,yes,748,22:28,04:50,,Кривий Ріг-Головний,Чернівці,22:06,09:38,В дорозі,Висока,—,719,10:25,22:26,yes,748,17:18,04:50,no
2026-09-21T09:17:23+00:00,2026-09-21 12:17,21 вересня 12:13,3/4,yes,627,23:17,05:47,20.09,Дніпро-Головний,Ужгород,21:37,11:10,В дорозі,Висока,—,,—,23:15,yes,627,16:14,05:47,no
2026-09-21T09:17:23+00:00,2026-09-21 12:17,21 вересня 12:13,31/32,no,0,23:17,05:47,,,,,,,,,,,,,,,,
2026-09-21T09:17:23+00:00,2026-09-21 12:17,21 вересня 12:13,85/86,no,0,23:43,06:02,,,,,,,,,,,,,,,,
2026-09-21T09:17:23+00:00,2026-09-21 12:17,21 вересня 12:13,5/6,yes,136,23:43,06:02,,Запоріжжя-1,Ясіня,14:24,12:08,В дорозі,Висока,—,50,00:31,23:41,yes,136,08:18,06:02,yes
2026-09-21T09:47:26+00:00,2026-09-21 12:47,21 вересня 12:46,41/42,yes,307,00:31,09:33,20.09,Дніпро-Головний,Трускавець,17:17,12:10,В дорозі,Висока,—,286,05:15,00:29,yes,307,14:40,09:33,no
2026-09-21T09:47:26+00:00,2026-09-21 12:47,21 вересня 12:46,285/286,yes,307,00:31,09:33,20.09,Дніпро-Головний,Львів,14:40,09:33,В дорозі,Висока,—,286,05:15,00:29,yes,307,14:40,09:33,no
2026-09-21T09:47:26+00:00,2026-09-21 12:47,21 вересня 12:46,109/110,yes,782,22:47,08:18,,Миколаїв Пас.,Львів,21:20,08:18,В дорозі,Висока,—,764,11:29,22:45,yes,782,21:20,08:18,no
2026-09-21T09:47:26+00:00,2026-09-21 12:47,21 вересня 12:46,39/40,yes,168,01:56,08:48,,Запоріжжя-1,Солотвино-1,20:18,17:30,В дорозі,Висока,—,77,03:11,01:54,yes,168,11:36,08:48,yes
2026-09-21T09:47:26+00:00,2026-09-21 12:47,21 вересня 12:46,61/62,no,0,22:28,04:50,,,,,,,,,,,,,,,,
2026-09-21T09:47:26+00:00,2026-09-21 12:47,21 вересня 12:46,293/294,yes,751,22:28,04:50,,Кривий Ріг-Головний,Рахів,23:57,11:26,В дорозі,Висока,—,719,10:25,22:26,yes,751,17:21,04:50,no
2026-09-21T09:47:26+00:00,2026-09-21 12:47,21 вересня 12:46,261/262,no,0,22:28,04:50,,,,,,,,,,,,,,,,
2026-09-21T09:47:26+00:00,2026-09-21 12:47,21 вересня 12:46,233/234,yes,751,22:28,04:50,,Кривий Ріг-Головний,Чернівці,22:09,09:38,В дорозі,Висока,—,719,10:25,22:26,yes,751,17:21,04:50,no
2026-09-21T09:47:26+00:00,2026-09-21 12:47,21 вересня 12:46,3/4,yes,627,23:17,05:47,20.09,Дніпро-Головний,Ужгород,21:37,11:10,В дорозі,Висока,—,,—,23:15,yes,627,16:14,05:47,no
2026-09-21T09:47:26+00:00,2026-09-21 12:47,21 вересня 12:46,31/32,no,0,23:17,05:47,,,,,,,,,,,,,,,,
2026-09-21T09:47:26+00:00,2026-09-21 12:47,21 вересня 12:46,85/86,no,0,23:43,06:02,,,,,,,,,,,,,,,,
2026-09-21T09:47:26+00:00,2026-09-21 12:47,21 вересня 12:46,5/6,yes,135,23:43,06:02,,Запоріжжя-1,Ясіня,14:23,12:08,В дорозі,Висока,—,50,00:31,23:41,yes,136,08:18,06:02,yes
2026-09-21T10:17:31+00:00,2026-09-21 13:17,21 вересня 13:15,41/42,yes,302,00:31,09:33,20.09,Дніпро-Головний,Трускавець,17:12,12:10,В дорозі,Висока,—,286,05:15,00:29,yes,302,14:35,09:33,no
2026-09-21T10:17:31+00:00,2026-09-21 13:17,21 вересня 13:15,285/286,yes,302,00:31,09:33,20.09,Дніпро-Головний,Львів,14:35,09:33,В дорозі,Висока,—,286,05:15,00:29,yes,302,14:35,09:33,no
2026-09-21T10:17:31+00:00,2026-09-21 13:17,21 вересня 13:15,109/110,yes,793,22:47,08:18,,Миколаїв Пас.,Львів,21:31,08:18,В дорозі,Висока,—,764,11:29,22:45,yes,793,21:31,08:18,no
2026-09-21T10:17:31+00:00,2026-09-21 13:17,21 вересня 13:15,39/40,yes,168,01:56,08:48,,Запоріжжя-1,Солотвино-1,20:18,17:30,В дорозі,Висока,—,77,03:11,01:54,yes,168,11:36,08:48,yes
2026-09-21T10:17:31+00:00,2026-09-21 13:17,21 вересня 13:15,61/62,no,0,22:28,04:50,,,,,,,,,,,,,,,,
2026-09-21T10:17:31+00:00,2026-09-21 13:17,21 вересня 13:15,293/294,yes,750,22:28,04:50,,Кривий Ріг-Головний,Рахів,23:56,11:26,В дорозі,Висока,—,719,10:25,22:26,yes,750,17:20,04:50,no
2026-09-21T10:17:31+00:00,2026-09-21 13:17,21 вересня 13:15,261/262,no,0,22:28,04:50,,,,,,,,,,,,,,,,
2026-09-21T10:17:31+00:00,2026-09-21 13:17,21 вересня 13:15,233/234,yes,750,22:28,04:50,,Кривий Ріг-Головний,Чернівці,22:08,09:38,В дорозі,Висока,—,719,10:25,22:26,yes,750,17:20,04:50,no
2026-09-21T10:17:31+00:00,2026-09-21 13:17,21 вересня 13:15,3/4,yes,632,23:17,05:47,20.09,Дніпро-Головний,Ужгород,21:42,11:10,В дорозі,Висока,—,,—,23:15,yes,632,16:19,05:47,no
2026-09-21T10:17:31+00:00,2026-09-21 13:17,21 вересня 13:15,31/32,no,0,23:17,05:47,,,,,,,,,,,,,,,,
2026-09-21T10:17:31+00:00,2026-09-21 13:17,21 вересня 13:15,85/86,no,0,23:43,06:02,,,,,,,,,,,,,,,,
2026-09-21T10:17:31+00:00,2026-09-21 13:17,21 вересня 13:15,5/6,yes,120,23:43,06:02,,Запоріжжя-1,Ясіня,14:08,12:08,В дорозі,Висока,—,50,00:31,23:41,yes,136,08:18,06:02,yes
2026-09-21T10:47:34+00:00,2026-09-21 13:47,21 вересня 13:47,41/42,yes,298,00:31,09:33,20.09,Дніпро-Головний,Трускавець,17:08,12:10,В дорозі,Висока,—,286,05:15,00:29,yes,298,14:31,09:33,no
2026-09-21T10:47:34+00:00,2026-09-21 13:47,21 вересня 13:47,285/286,yes,298,00:31,09:33,20.09,Дніпро-Головний,Львів,14:31,09:33,В дорозі,Висока,—,286,05:15,00:29,yes,298,14:31,09:33,no
2026-09-21T10:47:34+00:00,2026-09-21 13:47,21 вересня 13:47,109/110,yes,793,22:47,08:18,,Миколаїв Пас.,Львів,21:31,08:18,В дорозі,Висока,—,764,11:29,22:45,yes,793,21:31,08:18,no
2026-09-21T10:47:34+00:00,2026-09-21 13:47,21 вересня 13:47,39/40,yes,166,01:56,08:48,,Запоріжжя-1,Солотвино-1,20:16,17:30,В дорозі,Висока,—,77,03:11,01:54,yes,168,11:36,08:48,yes
2026-09-21T10:47:34+00:00,2026-09-21 13:47,21 вересня 13:47,61/62,no,0,22:28,04:50,,,,,,,,,,,,,,,,
2026-09-21T10:47:34+00:00,2026-09-21 13:47,21 вересня 13:47,293/294,yes,762,22:28,04:50,,Кривий Ріг-Головний,Рахів,00:08,11:26,В дорозі,Висока,—,719,10:25,22:26,yes,762,17:32,04:50,no
2026-09-21T10:47:34+00:00,2026-09-21 13:47,21 вересня 13:47,261/262,no,0,22:28,04:50,,,,,,,,,,,,,,,,
2026-09-21T10:47:34+00:00,2026-09-21 13:47,21 вересня 13:47,233/234,yes,762,22:28,04:50,,Кривий Ріг-Головний,Чернівці,22:20,09:38,В дорозі,Висока,—,719,10:25,22:26,yes,762,17:32,04:50,no
2026-09-21T10:47:34+00:00,2026-09-21 13:47,21 вересня 13:47,3/4,yes,632,23:17,05:47,20.09,Дніпро-Головний,Ужгород,21:42,11:10,В дорозі,Висока,—,,—,23:15,yes,632,16:19,05:47,no
2026-09-21T10:47:34+00:00,2026-09-21 13:47,21 вересня 13:47,31/32,no,0,23:17,05:47,,,,,,,,,,,,,,,,
2026-09-21T10:47:34+00:00,2026-09-21 13:47,21 вересня 13:47,85/86,no,0,23:43,06:02,,,,,,,,,,,,,,,,
2026-09-21T10:47:34+00:00,2026-09-21 13:47,21 вересня 13:47,5/6,yes,118,23:43,06:02,,Запоріжжя-1,Ясіня,14:06,12:08,В дорозі,Висока,—,50,00:31,23:41,yes,136,08:18,06:02,yes
2026-09-21T22:30:50+00:00,2026-09-22 01:30,22 вересня 01:15,41/42,yes,379,00:31,09:33,,Дніпро-Головний,Трускавець,18:29,12:10,В дорозі,Висока,—,,—,00:29,yes,379,15:52,09:33,no
2026-09-21T22:30:50+00:00,2026-09-22 01:30,22 вересня 01:15,285/286,yes,379,00:31,09:33,,Дніпро-Головний,Львів,15:52,09:33,В дорозі,Висока,—,,—,00:29,yes,379,15:52,09:33,no
2026-09-21T22:30:50+00:00,2026-09-22 01:30,22 вересня 01:15,109/110,no,0,22:47,08:18,,,,,,,,,,,,,,,,
2026-09-21T22:30:50+00:00,2026-09-22 01:30,22 вересня 01:15,39/40,no,0,01:56,08:48,,,,,,,,,,,,,,,,
2026-09-21T22:30:50+00:00,2026-09-22 01:30,22 вересня 01:15,61/62,yes,294,22:28,04:50,,Дніпро-Головний,Івано-Франківськ,12:15,07:21,В дорозі,Висока,—,,—,22:26,yes,294,09:44,04:50,no
2026-09-21T22:30:50+00:00,2026-09-22 01:30,22 вересня 01:15,293/294,no,0,22:28,04:50,,,,,,,,,,,,,,,,
2026-09-21T22:30:50+00:00,2026-09-22 01:30,22 вересня 01:15,261/262,yes,294,22:28,04:50,,Дніпро-Головний,Чернівці,14:32,09:38,В дорозі,Висока,—,,—,22:26,yes,294,09:44,04:50,no
2026-09-21T22:30:50+00:00,2026-09-22 01:30,22 вересня 01:15,233/234,no,0,22:28,04:50,,,,,,,,,,,,,,,,
2026-09-21T22:30:50+00:00,2026-09-22 01:30,22 вересня 01:15,3/4,yes,458,23:17,05:47,21.09,Дніпро-Головний,Ужгород,18:48,11:10,В дорозі,Висока,—,,—,23:15,yes,458,13:25,05:47,no
2026-09-21T22:30:50+00:00,2026-09-22 01:30,22 вересня 01:15,31/32,yes,458,23:17,05:47,21.09,Запоріжжя-1,Перемишль,16:57,09:19,В дорозі,Висока,—,,—,23:15,yes,458,13:25,05:47,no
2026-09-21T22:30:50+00:00,2026-09-22 01:30,22 вересня 01:15,85/86,yes,227,23:43,06:02,,Дніпро-Головний,Львів,09:49,06:02,В дорозі,Висока,—,,—,23:41,yes,227,09:49,06:02,no
2026-09-21T22:30:50+00:00,2026-09-22 01:30,22 вересня 01:15,5/6,yes,227,23:43,06:02,,Запоріжжя-1,Івано-Франківськ,12:34,08:47,В дорозі,Висока,—,,—,23:41,yes,227,09:49,06:02,no
2026-09-21T23:00:53+00:00,2026-09-22 02:00,22 вересня 02:00,41/42,yes,377,00:31,09:33,,Дніпро-Головний,Трускавець,18:27,12:10,В дорозі,Висока,—,,—,00:29,yes,377,15:50,09:33,no
2026-09-21T23:00:53+00:00,2026-09-22 02:00,22 вересня 02:00,285/286,yes,377,00:31,09:33,,Дніпро-Головний,Львів,15:50,09:33,В дорозі,Висока,—,,—,00:29,yes,377,15:50,09:33,no
2026-09-21T23:00:53+00:00,2026-09-22 02:00,22 вересня 02:00,109/110,no,0,22:47,08:18,,,,,,,,,,,,,,,,
2026-09-21T23:00:53+00:00,2026-09-22 02:00,22 вересня 02:00,39/40,no,0,01:56,08:48,,,,,,,,,,,,,,,,
2026-09-21T23:00:53+00:00,2026-09-22 02:00,22 вересня 02:00,61/62,yes,327,22:28,04:50,,Дніпро-Головний,Івано-Франківськ,12:48,07:21,В дорозі,Висока,—,,—,22:26,yes,327,10:17,04:50,no
2026-09-21T23:00:53+00:00,2026-09-22 02:00,22 вересня 02:00,293/294,no,0,22:28,04:50,,,,,,,,,,,,,,,,
2026-09-21T23:00:53+00:00,2026-09-22 02:00,22 вересня 02:00,261/262,yes,327,22:28,04:50,,Дніпро-Головний,Чернівці,15:05,09:38,В дорозі,Висока,—,,—,22:26,yes,327,10:17,04:50,no
2026-09-21T23:00:53+00:00,2026-09-22 02:00,22 вересня 02:00,233/234,no,0,22:28,04:50,,,,,,,,,,,,,,,,
2026-09-21T23:00:53+00:00,2026-09-22 02:00,22 вересня 02:00,3/4,yes,471,23:17,05:47,21.09,Дніпро-Головний,Ужгород,19:01,11:10,В дорозі,Висока,—,,—,23:15,yes,471,13:38,05:47,no
2026-09-21T23:00:53+00:00,2026-09-22 02:00,22 вересня 02:00,31/32,yes,471,23:17,05:47,21.09,Запоріжжя-1,Перемишль,17:10,09:19,В дорозі,Висока,—,,—,23:15,yes,471,13:38,05:47,no
2026-09-21T23:00:53+00:00,2026-09-22 02:00,22 вересня 02:00,85/86,yes,297,23:43,06:02,,Дніпро-Головний,Львів,10:59,06:02,В дорозі,Висока,—,,—,23:41,yes,297,10:59,06:02,no
2026-09-21T23:00:53+00:00,2026-09-22 02:00,22 вересня 02:00,5/6,yes,297,23:43,06:02,,Запоріжжя-1,Івано-Франківськ,13:44,08:47,В дорозі,Висока,—,,—,23:41,yes,297,10:59,06:02,no
2026-09-21T23:30:57+00:00,2026-09-22 02:30,22 вересня 02:30,41/42,yes,377,00:31,09:33,,Дніпро-Головний,Трускавець,18:27,12:10,В дорозі,Висока,—,,—,00:29,yes,377,15:50,09:33,no
2026-09-21T23:30:57+00:00,2026-09-22 02:30,22 вересня 02:30,285/286,yes,377,00:31,09:33,,Дніпро-Головний,Львів,15:50,09:33,В дорозі,Висока,—,,—,00:29,yes,377,15:50,09:33,no
2026-09-21T23:30:57+00:00,2026-09-22 02:30,22 вересня 02:30,109/110,no,0,22:47,08:18,,,,,,,,,,,,,,,,
2026-09-21T23:30:57+00:00,2026-09-22 02:30,22 вересня 02:30,39/40,no,0,01:56,08:48,,,,,,,,,,,,,,,,
2026-09-21T23:30:57+00:00,2026-09-22 02:30,22 вересня 02:30,61/62,yes,327,22:28,04:50,,Дніпро-Головний,Івано-Франківськ,12:48,07:21,В дорозі,Висока,—,,—,22:26,yes,327,10:17,04:50,no
2026-09-21T23:30:57+00:00,2026-09-22 02:30,22 вересня 02:30,293/294,no,0,22:28,04:50,,,,,,,,,,,,,,,,
2026-09-21T23:30:57+00:00,2026-09-22 02:30,22 вересня 02:30,261/262,yes,327,22:28,04:50,,Дніпро-Головний,Чернівці,15:05,09:38,В дорозі,Висока,—,,—,22:26,yes,327,10:17,04:50,no
2026-09-21T23:30:57+00:00,2026-09-22 02:30,22 вересня 02:30,233/234,no,0,22:28,04:50,,,,,,,,,,,,,,,,
2026-09-21T23:30:57+00:00,2026-09-22 02:30,22 вересня 02:30,3/4,yes,471,23:17,05:47,21.09,Дніпро-Головний,Ужгород,19:01,11:10,В дорозі,Висока,—,,—,23:15,yes,471,13:38,05:47,no
2026-09-21T23:30:57+00:00,2026-09-22 02:30,22 вересня 02:30,31/32,yes,471,23:17,05:47,21.09,Запоріжжя-1,Перемишль,17:10,09:19,В дорозі,Висока,—,,—,23:15,yes,471,13:38,05:47,no
2026-09-21T23:30:57+00:00,2026-09-22 02:30,22 вересня 02:30,85/86,yes,297,23:43,06:02,,Дніпро-Головний,Львів,10:59,06:02,В дорозі,Висока,—,,—,23:41,yes,297,10:59,06:02,no
2026-09-21T23:30:57+00:00,2026-09-22 02:30,22 вересня 02:30,5/6,yes,297,23:43,06:02,,Запоріжжя-1,Івано-Франківськ,13:44,08:47,В дорозі,Висока,—,,—,23:41,yes,297,10:59,06:02,no
2026-09-22T00:01:00+00:00,2026-09-22 03:01,22 вересня 03:00,41/42,yes,377,00:31,09:33,,Дніпро-Головний,Трускавець,18:27,12:10,В дорозі,Висока,—,,—,00:29,yes,377,15:50,09:33,no
2026-09-22T00:01:00+00:00,2026-09-22 03:01,22 вересня 03:00,285/286,yes,377,00:31,09:33,,Дніпро-Головний,Львів,15:50,09:33,В дорозі,Висока,—,,—,00:29,yes,377,15:50,09:33,no
2026-09-22T00:01:00+00:00,2026-09-22 03:01,22 вересня 03:00,109/110,no,0,22:47,08:18,,,,,,,,,,,,,,,,
2026-09-22T00:01:00+00:00,2026-09-22 03:01,22 вересня 03:00,39/40,no,0,01:56,08:48,,,,,,,,,,,,,,,,
2026-09-22T00:01:00+00:00,2026-09-22 03:01,22 вересня 03:00,61/62,yes,327,22:28,04:50,,Дніпро-Головний,Івано-Франківськ,12:48,07:21,В дорозі,Висока,—,,—,22:26,yes,327,10:17,04:50,no
2026-09-22T00:01:00+00:00,2026-09-22 03:01,22 вересня 03:00,293/294,no,0,22:28,04:50,,,,,,,,,,,,,,,,
2026-09-22T00:01:00+00:00,2026-09-22 03:01,22 вересня 03:00,261/262,yes,327,22:28,04:50,,Дніпро-Головний,Чернівці,15:05,09:38,В дорозі,Висока,—,,—,22:26,yes,327,10:17,04:50,no
2026-09-22T00:01:00+00:00,2026-09-22 03:01,22 вересня 03:00,233/234,no,0,22:28,04:50,,,,,,,,,,,,,,,,
2026-09-22T00:01:00+00:00,2026-09-22 03:01,22 вересня 03:00,3/4,yes,482,23:17,05:47,21.09,Дніпро-Головний,Ужгород,19:12,11:10,В дорозі,Висока,—,,—,23:15,yes,482,13:49,05:47,no
2026-09-22T00:01:00+00:00,2026-09-22 03:01,22 вересня 03:00,31/32,yes,482,23:17,05:47,21.09,Запоріжжя-1,Перемишль,17:21,09:19,В дорозі,Висока,—,,—,23:15,yes,482,13:49,05:47,no
2026-09-22T00:01:00+00:00,2026-09-22 03:01,22 вересня 03:00,85/86,yes,297,23:43,06:02,,Дніпро-Головний,Львів,10:59,06:02,В дорозі,Висока,—,,—,23:41,yes,297,10:59,06:02,no
2026-09-22T00:01:00+00:00,2026-09-22 03:01,22 вересня 03:00,5/6,yes,299,23:43,06:02,,Запоріжжя-1,Івано-Франківськ,13:46,08:47,В дорозі,Висока,—,,—,23:41,yes,299,11:01,06:02,no
2026-09-22T00:31:03+00:00,2026-09-22 03:31,22 вересня 03:12,41/42,yes,377,00:31,09:33,,Дніпро-Головний,Трускавець,18:27,12:10,В дорозі,Висока,—,,—,00:29,yes,377,15:50,09:33,no
2026-09-22T00:31:03+00:00,2026-09-22 03:31,22 вересня 03:12,285/286,yes,377,00:31,09:33,,Дніпро-Головний,Львів,15:50,09:33,В дорозі,Висока,—,,—,00:29,yes,377,15:50,09:33,no
2026-09-22T00:31:03+00:00,2026-09-22 03:31,22 вересня 03:12,109/110,no,0,22:47,08:18,,,,,,,,,,,,,,,,
2026-09-22T00:31:03+00:00,2026-09-22 03:31,22 вересня 03:12,39/40,no,0,01:56,08:48,,,,,,,,,,,,,,,,
2026-09-22T00:31:03+00:00,2026-09-22 03:31,22 вересня 03:12,61/62,yes,327,22:28,04:50,,Дніпро-Головний,Івано-Франківськ,12:48,07:21,В дорозі,Висока,—,,—,22:26,yes,327,10:17,04:50,no
2026-09-22T00:31:03+00:00,2026-09-22 03:31,22 вересня 03:12,293/294,no,0,22:28,04:50,,,,,,,,,,,,,,,,
2026-09-22T00:31:03+00:00,2026-09-22 03:31,22 вересня 03:12,261/262,yes,327,22:28,04:50,,Дніпро-Головний,Чернівці,15:05,09:38,В дорозі,Висока,—,,—,22:26,yes,327,10:17,04:50,no
2026-09-22T00:31:03+00:00,2026-09-22 03:31,22 вересня 03:12,233/234,no,0,22:28,04:50,,,,,,,,,,,,,,,,
2026-09-22T00:31:03+00:00,2026-09-22 03:31,22 вересня 03:12,3/4,yes,482,23:17,05:47,21.09,Дніпро-Головний,Ужгород,19:12,11:10,В дорозі,Висока,—,,—,23:15,yes,482,13:49,05:47,no
2026-09-22T00:31:03+00:00,2026-09-22 03:31,22 вересня 03:12,31/32,yes,482,23:17,05:47,21.09,Запоріжжя-1,Перемишль,17:21,09:19,В дорозі,Висока,—,,—,23:15,yes,482,13:49,05:47,no
2026-09-22T00:31:03+00:00,2026-09-22 03:31,22 вересня 03:12,85/86,yes,297,23:43,06:02,,Дніпро-Головний,Львів,10:59,06:02,В дорозі,Висока,—,,—,23:41,yes,297,10:59,06:02,no
2026-09-22T00:31:03+00:00,2026-09-22 03:31,22 вересня 03:12,5/6,yes,299,23:43,06:02,,Запоріжжя-1,Івано-Франківськ,13:46,08:47,В дорозі,Висока,—,,—,23:41,yes,299,11:01,06:02,no
2026-09-22T01:01:07+00:00,2026-09-22 04:01,22 вересня 04:01,41/42,yes,377,00:31,09:33,,Дніпро-Головний,Трускавець,18:27,12:10,В дорозі,Висока,—,,—,00:29,yes,377,15:50,09:33,no
2026-09-22T01:01:07+00:00,2026-09-22 04:01,22 вересня 04:01,285/286,yes,377,00:31,09:33,,Дніпро-Головний,Львів,15:50,09:33,В дорозі,Висока,—,,—,00:29,yes,377,15:50,09:33,no
2026-09-22T01:01:07+00:00,2026-09-22 04:01,22 вересня 04:01,109/110,no,0,22:47,08:18,,,,,,,,,,,,,,,,
2026-09-22T01:01:07+00:00,2026-09-22 04:01,22 вересня 04:01,39/40,no,0,01:56,08:48,,,,,,,,,,,,,,,,
2026-09-22T01:01:07+00:00,2026-09-22 04:01,22 вересня 04:01,61/62,yes,379,22:28,04:50,,Дніпро-Головний,Івано-Франківськ,13:40,07:21,В дорозі,Висока,—,,—,22:26,yes,379,11:09,04:50,no
2026-09-22T01:01:07+00:00,2026-09-22 04:01,22 вересня 04:01,293/294,no,0,22:28,04:50,,,,,,,,,,,,,,,,
2026-09-22T01:01:07+00:00,2026-09-22 04:01,22 вересня 04:01,261/262,yes,379,22:28,04:50,,Дніпро-Головний,Чернівці,15:57,09:38,В дорозі,Висока,—,,—,22:26,yes,379,11:09,04:50,no
2026-09-22T01:01:07+00:00,2026-09-22 04:01,22 вересня 04:01,233/234,no,0,22:28,04:50,,,,,,,,,,,,,,,,
2026-09-22T01:01:07+00:00,2026-09-22 04:01,22 вересня 04:01,3/4,yes,482,23:17,05:47,21.09,Дніпро-Головний,Ужгород,19:12,11:10,В дорозі,Висока,—,,—,23:15,yes,482,13:49,05:47,no
2026-09-22T01:01:07+00:00,2026-09-22 04:01,22 вересня 04:01,31/32,yes,488,23:17,05:47,21.09,Запоріжжя-1,Перемишль,17:27,09:19,В дорозі,Висока,—,,—,23:15,yes,488,13:55,05:47,no
2026-09-22T01:01:07+00:00,2026-09-22 04:01,22 вересня 04:01,85/86,yes,343,23:43,06:02,,Дніпро-Головний,Львів,11:45,06:02,В дорозі,Висока,—,,—,23:41,yes,343,11:45,06:02,no
2026-09-22T01:01:07+00:00,2026-09-22 04:01,22 вересня 04:01,5/6,yes,343,23:43,06:02,,Запоріжжя-1,Івано-Франківськ,14:30,08:47,В дорозі,Висока,—,,—,23:41,yes,343,11:45,06:02,no
2026-09-22T01:31:10+00:00,2026-09-22 04:31,22 вересня 04:30,41/42,yes,380,00:31,09:33,,Дніпро-Головний,Трускавець,18:30,12:10,В дорозі,Висока,—,,—,00:29,yes,380,15:53,09:33,no
2026-09-22T01:31:10+00:00,2026-09-22 04:31,22 вересня 04:30,285/286,yes,380,00:31,09:33,,Дніпро-Головний,Львів,15:53,09:33,В дорозі,Висока,—,,—,00:29,yes,380,15:53,09:33,no
2026-09-22T01:31:10+00:00,2026-09-22 04:31,22 вересня 04:30,109/110,no,0,22:47,08:18,,,,,,,,,,,,,,,,
2026-09-22T01:31:10+00:00,2026-09-22 04:31,22 вересня 04:30,39/40,no,0,01:56,08:48,,,,,,,,,,,,,,,,
2026-09-22T01:31:10+00:00,2026-09-22 04:31,22 вересня 04:30,61/62,yes,376,22:28,04:50,,Дніпро-Головний,Івано-Франківськ,13:37,07:21,В дорозі,Висока,—,,—,22:26,yes,376,11:06,04:50,no
2026-09-22T01:31:10+00:00,2026-09-22 04:31,22 вересня 04:30,293/294,no,0,22:28,04:50,,,,,,,,,,,,,,,,
2026-09-22T01:31:10+00:00,2026-09-22 04:31,22 вересня 04:30,261/262,yes,376,22:28,04:50,,Дніпро-Головний,Чернівці,15:54,09:38,В дорозі,Висока,—,,—,22:26,yes,376,11:06,04:50,no
2026-09-22T01:31:10+00:00,2026-09-22 04:31,22 вересня 04:30,233/234,no,0,22:28,04:50,,,,,,,,,,,,,,,,
2026-09-22T01:31:10+00:00,2026-09-22 04:31,22 вересня 04:30,3/4,yes,488,23:17,05:47,21.09,Дніпро-Головний,Ужгород,19:18,11:10,В дорозі,Висока,—,,—,23:15,yes,488,13:55,05:47,no
2026-09-22T01:31:10+00:00,2026-09-22 04:31,22 вересня 04:30,31/32,yes,488,23:17,05:47,21.09,Запоріжжя-1,Перемишль,17:27,09:19,В дорозі,Висока,—,,—,23:15,yes,488,13:55,05:47,no
2026-09-22T01:31:10+00:00,2026-09-22 04:31,22 вересня 04:30,85/86,yes,342,23:43,06:02,,Дніпро-Головний,Львів,11:44,06:02,В дорозі,Висока,—,,—,23:41,yes,342,11:44,06:02,no
2026-09-22T01:31:10+00:00,2026-09-22 04:31,22 вересня 04:30,5/6,yes,342,23:43,06:02,,Запоріжжя-1,Івано-Франківськ,14:29,08:47,В дорозі,Висока,—,,—,23:41,yes,342,11:44,06:02,no
2026-09-22T02:01:13+00:00,2026-09-22 05:01,22 вересня 05:01,41/42,yes,515,00:31,09:33,,Дніпро-Головний,Трускавець,20:45,12:10,В дорозі,Висока,—,,—,00:29,yes,515,18:08,09:33,no
2026-09-22T02:01:13+00:00,2026-09-22 05:01,22 вересня 05:01,285/286,yes,515,00:31,09:33,,Дніпро-Головний,Львів,18:08,09:33,В дорозі,Висока,—,,—,00:29,yes,515,18:08,09:33,no
2026-09-22T02:01:13+00:00,2026-09-22 05:01,22 вересня 05:01,109/110,no,0,22:47,08:18,,,,,,,,,,,,,,,,
2026-09-22T02:01:13+00:00,2026-09-22 05:01,22 вересня 05:01,39/40,no,0,01:56,08:48,,,,,,,,,,,,,,,,
2026-09-22T02:01:13+00:00,2026-09-22 05:01,22 вересня 05:01,61/62,yes,376,22:28,04:50,,Дніпро-Головний,Івано-Франківськ,13:37,07:21,В дорозі,Висока,—,378,04:44,22:26,yes,376,11:06,04:50,no
2026-09-22T02:01:13+00:00,2026-09-22 05:01,22 вересня 05:01,293/294,no,0,22:28,04:50,,,,,,,,,,,,,,,,
2026-09-22T02:01:13+00:00,2026-09-22 05:01,22 вересня 05:01,261/262,yes,376,22:28,04:50,,Дніпро-Головний,Чернівці,15:54,09:38,В дорозі,Висока,—,378,04:44,22:26,yes,376,11:06,04:50,no
2026-09-22T02:01:13+00:00,2026-09-22 05:01,22 вересня 05:01,233/234,no,0,22:28,04:50,,,,,,,,,,,,,,,,
